fid_1,GF,ARS,AGS,GEN,BEZ,BEM,NUTS,DEBKG_ID,netPotentialShare,buildingWithPVShare,MStRInstalledNetPower,SolarPotentialInMWhPerYear,NumberOfBuildingsWithPV,NumberOfBuildings
3993,4,71435009288,7143288,Rotenhain,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E1TZ,4.5,8.37,212.83,4733.4,22,263
3992,4,71435009284,7143284,Pottum,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E10H,9.04,10.56,621.37,6872.74,49,464
3991,4,71435009254,7143254,Langenhahn,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4CL,5.06,8.72,537.34,10628.6,56,642
3990,4,71435009249,7143249,Kölbingen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E6UR,8.29,10.28,739.24,8912.35,63,613
3989,4,71435009247,7143247,Kaden,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4FR,6.69,8.68,349.72,5228.42,31,357
3988,4,71435009242,7143242,Höhn,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4QE,7.33,8.56,1519.04,20718.08,134,1566
3987,4,71435009238,7143238,Hergenroth,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4UT,5.6,8.63,146.71,2618.55,17,197
3986,4,71435009233,7143233,Halbs,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E26R,7.64,6.79,147.12,1924.42,11,162
3985,4,71435009230,7143230,Härtlingen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E04I,7.12,11.68,230.34,3234.44,32,274
3984,4,71435009228,7143228,Guckheim,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E04L,9.21,11.83,551.68,5990.69,57,482
3983,4,71435009226,7143226,Girkenroth,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E36K,9.84,13.19,315.44,3204.73,38,288
3982,4,71435009224,7143224,Gemünden,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E0L5,10.31,10.48,505.52,4901.06,52,496
3981,4,71435009219,7143219,Enspel,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E1TY,7.78,5.26,268.52,3453.4,13,247
3980,4,71435009213,7143213,Brandscheid,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4JO,13.61,13.41,415.9,3056.78,33,246
3979,4,71435009209,7143209,Berzhahn,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E5AX,8.2,10.53,212.04,2586.49,26,247
3978,4,71435009207,7143207,Bellingen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E1U1,9.64,13.53,370.58,3843.58,41,303
3977,4,71435009200,7143200,Ailertchen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZIS,8.42,9.04,467.7,5552.4,34,376
3976,4,71435008502,7143502,Mähren,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E6XE,39.87,8.33,313.88,787.27,8,96
3975,4,71435008501,7143501,Elbingen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E6XF,9.43,12.02,163.84,1738.07,22,183
3974,4,71435008316,7143316,Zehnhausen bei Wallmerod,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E570,14.81,21.5,172.24,1163,23,107
3973,4,71435008304,7143304,Wallmerod,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E1P2,13.03,11.93,1599.64,12277.14,96,805
3972,4,71435008290,7143290,Salz,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E5B2,16.25,19.37,767.32,4720.91,74,382
3971,4,71435008281,7143281,Oberahr,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DX82,23.57,19.77,1116.08,4736.05,51,258
3970,4,71435008273,7143273,Niederahr,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DX83,5.19,15.04,473.65,9125.44,60,399
3969,4,71435008266,7143266,Molsberg,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E0US,6.67,6.52,207.81,3116.61,21,322
3968,4,71435008263,7143263,Meudt,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DX8D,14.09,15.32,2338.46,16594.24,137,894
3967,4,71435008251,7143251,Kuhnhöfen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E51D,9.08,13.1,82.46,907.78,11,84
3966,4,71435008239,7143239,Herschbach (Oberwesterwald),Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4V0,9.96,14.2,811.35,8146.35,68,479
3965,4,71435008232,7143232,Hahn am See,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DX8J,24.6,16.17,860.71,3499.37,43,266
3964,4,71435008220,7143220,Ettinghausen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E525,22.98,21.39,519.84,2262.03,37,173
3963,4,71435008210,7143210,Bilkheim,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E294,15.85,16.82,507.12,3199.68,36,214
3962,4,71435008208,7143208,Berod bei Wallmerod,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E1P0,5.38,16.13,277.51,5161.25,40,248
3961,4,71435008203,7143203,Arnshöfen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4N9,5.09,5.97,92,1806.1,8,134
3960,4,71435008080,7143080,Weroth,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E1P1,16.74,11.19,1114.84,6661.47,32,286
3959,4,71435008074,7143074,Steinefrenz,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E3UU,8.95,12.82,528.02,5898.12,61,476
3958,4,71435008058,7143058,Obererbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E293,12.25,13.3,279.56,2282.55,31,233
3957,4,71435008037,7143037,Hundsangen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E577,10.24,14.65,1282.58,12524.58,122,833
3956,4,71435008011,7143011,Dreikirchen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E28X,11.83,14.54,720.59,6091.71,73,502
3955,4,71435007305,7143305,Weidenhahn,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E0YL,7.73,12.68,255.47,3303.52,26,205
3954,4,71435007221,7143221,Ewighausen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4FZ,9.33,12.95,177.96,1907.95,18,139
3953,4,71435007085,7143085,Wölferlingen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4UI,5.74,9.23,222.17,3873.26,25,271
3952,4,71435007078,7143078,Vielbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2PF,10.15,14.76,327.01,3222.88,40,271
3951,4,71435007075,7143075,Steinen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E0UZ,3.66,5.65,85.04,2322.47,7,124
3950,4,71435007069,7143069,Sessenhausen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2PH,13.19,16.67,854.8,6482.5,70,420
3949,4,71435007067,7143067,Selters (Westerwald),Stadt,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E51J,2.2,7.08,865.01,39275.62,81,1144
3948,4,71435007066,7143066,Schenkelberg,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E28W,5.73,9.33,251.83,4391.66,28,300
3947,4,71435007064,7143064,Rückeroth,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4UR,4.64,8.75,145.66,3136.18,21,240
3946,4,71435007061,7143061,Quirnbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4NA,12.64,16.53,329.24,2603.88,41,248
3945,4,71435007056,7143056,Nordhofen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E5G6,8.54,12.21,304.01,3558.13,32,262
3944,4,71435007046,7143046,Maxsain,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E6E6,9.13,11.85,862.52,9443.18,75,633
3943,4,71435007045,7143045,Maroth,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E3DY,4.24,5.95,87.59,2064.83,10,168
3942,4,71435007044,7143044,Marienrachdorf,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2PI,8.54,13.02,622.99,7291.35,56,430
3941,4,71435007041,7143041,Krümmel,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E53Y,7.79,12.6,126.02,1617.02,16,127
3940,4,71435007029,7143029,Herschbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2M1,7.89,8.44,1933.24,24506.32,148,1754
3939,4,71435007025,7143025,Hartenfels,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2LY,9.55,8.24,869.39,9103.91,31,376
3938,4,71435007022,7143022,Goddert,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2PK,8.25,10.94,237.16,2873.38,21,192
3937,4,71435007019,7143019,Freirachdorf,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2PJ,7.42,10.12,313.7,4226.79,34,336
3936,4,71435007018,7143018,Freilingen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E0V1,5.99,9.56,323.17,5397.73,37,387
3935,4,71435007015,7143015,Ellenhausen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E5B8,10.77,18.18,185.2,1719.18,24,132
3934,4,71435006315,7143315,Zehnhausen bei Rennerod,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E5G0,8.26,9.01,194.12,2349.44,20,222
3933,4,71435006311,7143311,Willingen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E105,8.88,15.17,225.85,2543.82,22,145
3932,4,71435006309,7143309,Westernohe,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4XI,13.74,18.12,901.3,6557.91,75,414
3931,4,71435006303,7143303,Waldmühlen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2JL,10.81,14.38,164.92,1525.1,22,153
3930,4,71435006302,7143302,Waigandshain,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2K5,11.96,8.25,317.12,2651.59,16,194
3929,4,71435006295,7143295,Stein-Neukirch,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2K7,8.45,13.1,248.5,2940.74,30,229
3928,4,71435006292,7143292,Seck,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2K9,11.89,9.84,962.61,8097.1,55,559
3927,4,71435006291,7143291,Salzburg,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2K6,12.41,14.81,161.84,1303.88,16,108
3926,4,71435006286,7143286,Rennerod,Stadt,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZZL,9.26,16.67,4606.76,49733.03,282,1692
3925,4,71435006285,7143285,Rehe,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2K3,16.83,14.94,1467.61,8720.99,69,462
3924,4,71435006283,7143283,Oberroßbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4QK,19.39,11.32,1665.76,8592.89,24,212
3923,4,71435006282,7143282,Oberrod,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2CR,8.57,10.33,282.55,3297.52,31,300
3922,4,71435006278,7143278,Nister-Möhrendorf,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E101,13.58,13.12,248.29,1828.68,21,160
3921,4,71435006274,7143274,Niederroßbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2YU,7.71,8.31,574.34,7453.65,30,361
3920,4,71435006272,7143272,Neustadt/Westerwald,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2KA,8.23,13.31,319.38,3878.85,35,263
3919,4,71435006271,7143271,Neunkirchen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E578,9.38,9.54,683.08,7282.46,29,304
3918,4,71435006256,7143256,Liebenscheid,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E6UQ,10.46,10.78,934.27,8932.47,50,464
3917,4,71435006246,7143246,Irmtraut,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2LO,9.24,9.93,604.28,6541.71,40,403
3916,4,71435006245,7143245,Hüblingen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2CT,7.94,6.63,128.53,1617.9,12,181
3915,4,71435006244,7143244,Homberg,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2K4,14.69,15.91,161.84,1101.93,14,88
3914,4,71435006237,7143237,Hellenhahn-Schellenberg,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZZK,23.91,18.65,1678.78,7020.92,105,563
3913,4,71435006218,7143218,Elsoff (Westerwald),Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E60M,14.58,8.45,1491.52,10228.17,54,639
3912,4,71435006214,7143214,Bretthausen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2K8,8.71,10.95,129.98,1491.6,15,137
3911,4,71435005084,7143084,Wittgert,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DVXQ,11.88,17.25,443.92,3735.8,49,284
3910,4,71435005082,7143082,Wirscheid,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E40W,9.29,8.41,171.9,1850.77,18,214
3909,4,71435005068,7143068,Sessenbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E5B1,5.06,12.68,212.02,4192.83,26,205
3908,4,71435005062,7143062,Ransbach-Baumbach,Stadt,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZ91,9.3,8.27,8974.78,96493.99,310,3748
3907,4,71435005059,7143059,Oberhaid,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZ90,11.96,14.94,243.12,2033.58,23,154
3906,4,71435005050,7143050,Nauort,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DYWS,9.36,13.91,1194.96,12767.34,123,884
3905,4,71435005038,7143038,Hundsdorf,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZ92,10.09,13.02,263.78,2613.97,25,192
3904,4,71435005009,7143009,Deesen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZ8Z,12.7,18.85,520.42,4096.84,59,313
3903,4,71435005007,7143007,Caan,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DYRA,14.97,17.44,426.79,2851.43,49,281
3902,4,71435005006,7143006,Breitenau,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DVXP,9.54,15.5,342.44,3588.69,42,271
3901,4,71435005001,7143001,Alsbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZ8Y,5.43,8.55,217.15,3997.74,23,269
3900,4,71435004079,7143079,Welschneudorf,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZWG,8.75,11.81,600.52,6865.24,56,474
3899,4,71435004077,7143077,Untershausen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZWE,9.8,12.74,263.35,2687.22,27,212
3898,4,71435004072,7143072,Stahlhofen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E48S,15.07,21.1,661.18,4386.95,73,346
3897,4,71435004071,7143071,Simmern,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E6OS,9.12,14.12,865.16,9491.26,87,616
3896,4,71435004065,7143065,Ruppach-Goldhausen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2T5,11.25,12.97,1228.4,10915.66,73,563
3895,4,71435004057,7143057,Oberelbert,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DYCX,14.53,20.04,848.44,5838.8,95,474
3894,4,71435004055,7143055,Nomborn,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E3UP,9.1,10.42,325.88,3581.16,37,355
3893,4,71435004054,7143054,Niedererbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E6JC,11.74,9.16,700.76,5969.53,77,841
3892,4,71435004053,7143053,Niederelbert,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2TC,9.15,11.83,918.14,10033.73,97,820
3891,4,71435004052,7143052,Neuhäusel,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E6F8,8.06,8.92,1049.56,13014.11,105,1177
3890,4,71435004051,7143051,Nentershausen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E3UO,9.61,14.27,1253.84,13046.45,126,883
3889,4,71435004048,7143048,Montabaur,Stadt,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E3NB,10.03,10.49,11346.96,113105.31,652,6218
3888,4,71435004039,7143039,Kadenbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E51S,12.27,16.57,611.21,4981.61,84,507
3887,4,71435004036,7143036,Hübingen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E49F,14.71,16.47,597.15,4059.94,56,340
3886,4,71435004034,7143034,Horbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZWF,22.8,25.67,787.36,3453.62,67,261
3885,4,71435004033,7143033,Holler,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4FA,12.14,15.57,741.14,6103.54,78,501
3884,4,71435004027,7143027,Heiligenroth,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E3NN,8.7,16.69,1917.45,22047.4,105,629
3883,4,71435004026,7143026,Heilberscheid,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4OT,13.27,15.12,594.31,4477.76,52,344
3882,4,71435004024,7143024,Großholbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E1P3,12.87,15.54,527.5,4098.66,62,399
3881,4,71435004023,7143023,Görgeshausen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E16H,12.44,19.95,1037.7,8343.38,82,411
3880,4,71435004021,7143021,Girod,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E3UV,7.74,13.45,588.25,7603.52,78,580
3879,4,71435004020,7143020,Gackenbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E5AQ,21.21,23.72,889.97,4195.62,65,274
3878,4,71435004013,7143013,Eitelborn,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DW2C,10.66,12.03,1267.72,11895.84,141,1172
3877,4,71435004008,7143008,Daubach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DYCW,16.64,19.83,397.78,2391.18,46,232
3876,4,71435004005,7143005,Boden,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E3NM,9.16,17.81,769.41,8398.61,52,292
3875,4,71435003040,7143040,Kammerforst,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E6UU,5.78,11.5,75.7,1310.27,13,113
3874,4,71435003032,7143032,Höhr-Grenzhausen,Stadt,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DW32,8.23,10.64,4339.8,52727.11,319,2999
3873,4,71435003031,7143031,Hillscheid,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E6VG,8.42,11.09,1962.35,23302.19,122,1100
3872,4,71435003030,7143030,Hilgert,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4GB,6.17,10.36,753.24,12199.24,93,898
3871,4,71435002313,7143313,Winkelbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2LS,7.58,7.41,115.91,1528.97,14,189
3870,4,71435002310,7143310,Wied,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2M0,5.51,9.26,213.67,3875.88,25,270
3869,4,71435002306,7143306,Welkenbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2SM,4.75,6.13,77.57,1633.99,10,163
3868,4,71435002301,7143301,Wahlrod,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E5GE,10.03,6.86,717.16,7152.87,49,714
3867,4,71435002299,7143299,Streithausen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZRO,4.17,14.45,307.32,7365.23,37,256
3866,4,71435002296,7143296,Stein-Wingert,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E1C4,10.06,9.32,143.06,1422.19,15,161
3865,4,71435002294,7143294,Steinebach an der Wied,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E0UT,7.89,12.36,457.2,5793.92,45,364
3864,4,71435002287,7143287,Roßbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2LR,10.49,17.34,622.24,5932.17,77,444
3863,4,71435002276,7143276,Nister,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZRR,11.96,12.2,882.14,7375.35,62,508
3862,4,71435002269,7143269,Müschenbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZFO,4.41,8.92,353.15,8002.24,43,482
3861,4,71435002268,7143268,Mündersbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2SN,3.38,6.02,174.93,5169.78,23,382
3860,4,71435002267,7143267,Mudenbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E5B4,5.29,9.58,263.21,4978.1,34,355
3859,4,71435002265,7143265,Mörsbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E1C5,5.72,8.45,238.18,4162.83,25,296
3858,4,71435002262,7143262,Merkelbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2LQ,10.81,15.05,274.07,2535.38,31,206
3857,4,71435002261,7143261,Marzhausen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E6UN,7.3,10.56,131.26,1797.96,15,142
3856,4,71435002260,7143260,Luckenbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZRQ,11.28,12.68,743.85,6596.68,44,347
3855,4,71435002259,7143259,Lochum,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E57L,4.39,9.09,128.76,2935.53,18,198
3854,4,71435002258,7143258,Linden,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E6UG,13.46,14.81,416.06,3090.89,20,135
3853,4,71435002257,7143257,Limbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E5ET,7.15,9.06,170.86,2390.73,23,254
3852,4,71435002252,7143252,Kundert,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZNG,11.89,13.61,179.55,1509.77,20,147
3851,4,71435002250,7143250,Kroppach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E5FU,13.46,11.59,1038.56,7717.48,51,440
3850,4,71435002241,7143241,Höchstenbach,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4CP,9.26,7.54,490.45,5296.25,51,676
3849,4,71435002240,7143240,Heuzert,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZRP,4.99,6.9,60.46,1210.44,6,87
3848,4,71435002236,7143236,Heimborn,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E5EW,7.01,11.98,158.16,2254.98,23,192
3847,4,71435002235,7143235,Hattert,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZFN,8.82,15.68,1237.75,14027.3,124,791
3846,4,71435002229,7143229,Hachenburg,Stadt,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2M2,7.16,10.17,4191.25,58506.68,252,2479
3845,4,71435002225,7143225,Giesenhausen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E5FO,9.58,12.07,323.76,3378.92,28,232
3844,4,71435002223,7143223,Gehlert,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2SO,6.9,10.76,354.17,5136.6,34,316
3843,4,71435002215,7143215,Dreifelden,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E0UY,5.9,11.68,136.11,2306.22,16,137
3842,4,71435002212,7143212,Borod,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2LF,5.23,7.87,192.08,3675.11,24,305
3841,4,71435002205,7143205,Atzelgift,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4AH,8.1,13.52,426.26,5262.66,43,318
3840,4,71435002204,7143204,Astert,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4CH,5,7.14,84.16,1683.51,11,154
3839,4,71435002202,7143202,Alpenrod,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E4UK,16.06,14.37,2734.79,17025.49,101,703
3838,4,71435001300,7143300,Unnau,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2XV,9.29,11.14,1292.04,13900.64,95,853
3837,4,71435001297,7143297,Stockhausen-Illfurth,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E0T2,9.83,11.76,318.78,3241.68,26,221
3836,4,71435001280,7143280,Norken,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZSS,5.33,11.3,621.09,11647.36,53,469
3835,4,71435001279,7143279,Nistertal,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2XX,11.33,14.67,1834.68,16191,87,593
3834,4,71435001277,7143277,Nisterau,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2XT,8.24,14.25,740.21,8981.52,60,421
3833,4,71435001270,7143270,Neunkhausen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZSP,7.5,11.5,605.12,8062.93,56,487
3832,4,71435001264,7143264,Mörlen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZSR,15.67,17.16,328.78,2098.49,35,204
3831,4,71435001255,7143255,Lautzenbrücken,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E0T0,8.65,12.64,181.34,2096.69,23,182
3830,4,71435001253,7143253,Langenbach bei Kirburg,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZSQ,16.33,12.64,1344.35,8232.64,57,451
3829,4,71435001248,7143248,Kirburg,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000DZST,8.43,9.21,328.88,3899.09,28,304
3828,4,71435001243,7143243,Hof,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2CN,13.44,17.15,2393.22,17809.79,125,729
3827,4,71435001234,7143234,Hardt,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E60L,11.83,15.71,317.6,2685,33,210
3826,4,71435001231,7143231,Hahn bei Marienberg,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E186,5.17,7.03,129.29,2500.61,13,185
3825,4,71435001227,7143227,Großseifen,Gemeinde,gemeinschaftsangehörig,DEB1B,DEBKGDL20000E2XU,5.2,8.24,172.63,3322.53,21,255
