ARS,AGS,GEN,BEZ,netPotentialShare,buildingWithPVShare,MStRInstalledNetPower,SolarPotentialInMWhPerYear,NumberOfBuildingsWithPV,NumberOfBuildings
82255007075,8225075,Osterburken,Stadt,11.82,13.44,10966.91,92818.68,543,4041
82255006118,8225118,Waldbrunn,Gemeinde,9.31,15.58,5202.96,55915.04,490,3145
82255006113,8225113,Zwingenberg,Gemeinde,6.78,11.92,395.92,5836.4,49,411
82255006064,8225064,Neckargerach,Gemeinde,8.07,12.39,1644.04,20362.83,167,1348
82255006010,8225010,Binau,Gemeinde,15.64,17.99,1909.82,12210.29,118,656
82255005117,8225117,Elztal,Gemeinde,9.01,15.32,6036.53,67034.16,478,3121
82255005074,8225074,Obrigheim,Gemeinde,6.34,11.01,3128.28,49375.47,329,2987
82255005067,8225067,Neckarzimmern,Gemeinde,4.94,9.7,658.29,13322.4,64,660
82255005058,8225058,Mosbach,Stadt,7.46,11.58,15956.86,213808.92,1059,9147
82255004052,8225052,Limbach,Gemeinde,12.89,13.89,7932.03,61513.63,533,3838
82255004024,8225024,Fahrenbach,Gemeinde,11.33,13.88,3102.16,27380.68,265,1909
82255003116,8225116,Schwarzach,Gemeinde,8.37,18.12,2064.72,24667.34,218,1203
82255003068,8225068,Neunkirchen,Gemeinde,8.96,15.84,1701.72,18990.95,189,1193
82255003002,8225002,Aglasterhausen,Gemeinde,11.81,18.46,5913.51,50082.55,463,2508
82255002042,8225042,Hüffenhardt,Gemeinde,8.36,14.27,2098.9,25112.42,211,1479
82255002033,8225033,Haßmersheim,Gemeinde,5.99,9.02,3561.98,59430.83,415,4600
82255001109,8225109,Walldürn,Stadt,10.91,15.31,16723.41,153330.51,971,6344
82255001039,8225039,Höpfingen,Gemeinde,19.04,22.38,6363.66,33416.39,369,1649
82255001032,8225032,Hardheim,Gemeinde,10.74,20.69,10310.23,95964.69,715,3455
82250060060,8225060,Mudau,Gemeinde,15.11,18.07,10762.86,71250.18,640,3541
82250014014,8225014,Buchen (Odenwald),Stadt,15.34,20.36,34252.99,223229.48,1882,9243
82220000000,8222000,Mannheim,Stadt,4.43,6.38,76033.57,1714427.91,4463,69903
82210000000,8221000,Heidelberg,Stadt,4.13,6.26,28837.61,698846.46,1905,30410
82165007049,8216049,Sinzheim,Gemeinde,9.39,14.74,8567.85,91225.01,862,5847
82165007022,8216022,Hügelsheim,Gemeinde,6.54,10.72,2396.57,36660.29,209,1950
82165006063,8216063,Rheinmünster,Gemeinde,7.52,10.53,7969.92,105946.12,591,5610
82165006028,8216028,Lichtenau,Stadt,8.75,16.41,6189.62,70742.14,496,3023
82165005052,8216052,Steinmauern,Gemeinde,11.49,11.3,3359.82,29252.63,284,2514
82165005043,8216043,Rastatt,Stadt,4.84,7.59,20705.76,427903.58,1478,19461
82165005039,8216039,Ötigheim,Gemeinde,12.5,21.61,6264.37,50108.42,430,1990
82165005033,8216033,Muggensturm,Gemeinde,13.37,11.55,14322.24,107145.59,488,4225
82165005023,8216023,Iffezheim,Gemeinde,7.69,12.28,4199.23,54613.72,384,3128
82165004059,8216059,Weisenbach,Gemeinde,11.98,18.02,1783.16,14890.28,197,1093
82165004029,8216029,Loffenau,Gemeinde,6.7,15.15,1197.8,17883.9,161,1063
82165004017,8216017,Gernsbach,Stadt,5.81,11.48,5658.76,97399.07,715,6226
82165003012,8216012,Elchesheim-Illingen,Gemeinde,7.51,11.79,2061.04,27453.49,234,1984
82165003009,8216009,Durmersheim,Gemeinde,9.53,13.9,7822.8,82105.33,691,4970
82165003005,8216005,Bietigheim,Gemeinde,11.02,17.94,6150.98,55839.94,441,2458
82165003002,8216002,Au am Rhein,Gemeinde,8.11,16.56,2442.49,30126.21,267,1612
82165002041,8216041,Ottersweier,Gemeinde,12.71,17.85,10601,83412.44,630,3530
82165002007,8216007,Bühl,Stadt,8.06,14.77,25577.61,317231.26,2016,13650
82165001024,8216024,Kuppenheim,Stadt,11.15,11.27,9664.05,86639.31,570,5059
82165001006,8216006,Bischweier,Gemeinde,8.76,12.35,2611.45,29807.51,234,1895
82160015015,8216015,Gaggenau,Stadt,6.89,11.69,16993.72,246473.05,1588,13583
82160013013,8216013,Forbach,Gemeinde,7.32,8.59,2573.26,35134.79,273,3179
82160008008,8216008,Bühlertal,Gemeinde,6.32,13.53,3282.29,51947.38,429,3170
82155007094,8215094,Zaisenhausen,Gemeinde,13.16,20.79,3220.82,24466.09,215,1034
82155007082,8215082,Sulzfeld,Gemeinde,10.92,17.34,5896.74,53984.27,445,2566
82155006107,8215107,Oberhausen-Rheinhausen,Gemeinde,8.11,7.23,6797.03,83766.58,612,8461
82155006066,8215066,Philippsburg,Stadt,13.66,11.51,22010.4,161124.29,804,6988
82155005059,8215059,Oberderdingen,Gemeinde,8.24,12.82,9408.67,114237.93,737,5750
82155005040,8215040,Kürnbach,Gemeinde,8.61,12.26,2024.37,23524.42,189,1541
82155004111,8215111,Dettenheim,Gemeinde,11.04,18.53,5604.92,50771.11,577,3114
82155004099,8215099,Graben-Neudorf,Gemeinde,10.87,15.77,11939.44,109793.46,814,5161
82155003103,8215103,Karlsdorf-Neuthard,Gemeinde,7.67,9.19,7298.85,95130.89,671,7299
82155003029,8215029,Hambrücken,Gemeinde,10.45,18.92,5082.78,48627.04,471,2489
82155003021,8215021,Forst,Gemeinde,8.88,12.16,6574.81,74016.9,522,4291
82155003009,8215009,Bruchsal,Stadt,8.19,11.18,34494.62,421179.02,2148,19219
82155002025,8215025,Gondelsheim,Gemeinde,7.67,15.56,2777.23,36195.71,288,1851
82155002007,8215007,Bretten,Stadt,9.16,13.29,22973.95,250928.94,1678,12622
82155001100,8215100,Bad Schönborn,Gemeinde,8.28,13.36,8173.18,98695.99,756,5660
82155001039,8215039,Kronau,Gemeinde,11.36,14.62,6794.05,59828.84,470,3215
82150110110,8215110,Waldbronn,Gemeinde,8.8,11.45,6747.85,76659.89,670,5849
82150109109,8215109,Stutensee,Stadt,10.86,13.1,17641.84,162455.02,1465,11181
82150108108,8215108,Rheinstetten,Stadt,7.08,8.51,10856.8,153331.37,969,11381
82150106106,8215106,Waghäusel,Stadt,8.99,9.32,18550.9,206319.1,1396,14976
82150105105,8215105,Linkenheim-Hochstetten,Gemeinde,8.61,9.39,7348.28,85353.3,680,7244
82150102102,8215102,Eggenstein-Leopoldshafen,Gemeinde,6.06,10.18,8071.02,133121.93,693,6808
82150101101,8215101,Pfinztal,Gemeinde,8.02,8.92,9171.23,114306.59,982,11008
82150097097,8215097,Kraichtal,Stadt,8.62,16.99,12416.29,144061.68,1218,7169
82150096096,8215096,Karlsbad,Gemeinde,9.7,11.94,12859.11,132513.24,996,8344
82150090090,8215090,Weingarten (Baden),Gemeinde,8.04,11.64,6207.29,77186.86,600,5154
82150089089,8215089,Walzbachtal,Gemeinde,12.36,14.42,9419.26,76181.8,792,5494
82150084084,8215084,Ubstadt-Weiher,Gemeinde,10.33,13.94,11989.72,116048.13,1065,7638
82150064064,8215064,Östringen,Stadt,11.16,12.9,14211.36,127354.89,903,6999
82150047047,8215047,Marxzell,Gemeinde,10.54,12.9,4565.7,43300.47,416,3225
82150046046,8215046,Malsch,Gemeinde,11.22,17.11,15169.81,135241.4,989,5781
82150017017,8215017,Ettlingen,Stadt,6.46,10.67,19667.84,304460.55,1717,16085
82120000000,8212000,Karlsruhe,Stadt,4.36,5.9,70528.76,1618927.65,5420,91846
82110000000,8211000,Baden-Baden,Stadt,8.16,10.83,30256.72,370736.97,2021,18662
81365009075,8136075,Unterschneidheim,Gemeinde,19.55,24.64,18264.29,93432.04,844,3426
81365009071,8136071,Tannhausen,Gemeinde,16.92,18.79,4716.85,27878.67,239,1272
81365009068,8136068,Stödtlen,Gemeinde,19.64,13.8,6582.93,33511.67,293,2123
81365008070,8136070,Täferrot,Gemeinde,5.87,7.55,807.76,13756.77,70,927
81365008066,8136066,Spraitbach,Gemeinde,10.61,10.45,3561.92,33572.47,239,2287
81365008061,8136061,Ruppertshofen,Gemeinde,12.69,12.97,3533.85,27847.38,196,1511
81365008044,8136044,Mutlangen,Gemeinde,6.07,15.2,3697.52,60940.59,393,2586
81365008015,8136015,Durlangen,Gemeinde,6.03,12.96,1988.1,32986.03,204,1574
81365007079,8136079,Waldstetten,Gemeinde,7.92,10.01,5079.94,64123.63,444,4437
81365007065,8136065,Schwäbisch Gmünd,Stadt,6.65,12.4,34391.54,517091.82,2566,20689
81365006043,8136043,Mögglingen,Gemeinde,5.96,13.15,3058.66,51334.01,304,2312
81365006029,8136029,Heuchlingen,Gemeinde,9.7,17.36,1938.94,19982.22,176,1014
81365006028,8136028,Heubach,Stadt,7.84,13.24,5896.25,75213.47,476,3595
81365006009,8136009,Böbingen an der Rems,Gemeinde,10.33,15.79,4845.29,46887.44,385,2439
81365006007,8136007,Bartholomä,Gemeinde,10.46,21.58,2976.3,28461.44,301,1395
81365005062,8136062,Schechingen,Gemeinde,11.49,18.38,2739.37,23850.48,241,1311
81365005049,8136049,Obergröningen,Gemeinde,17.1,15.37,1220.87,7140.56,63,410
81365005040,8136040,Leinzell,Gemeinde,6.73,8.74,1021.21,15173.5,100,1144
81365005034,8136034,Iggingen,Gemeinde,7.47,13.32,2244.06,30023.01,210,1576
81365005024,8136024,Göggingen,Gemeinde,10.83,13.8,3062.74,28281.97,225,1630
81365005020,8136020,Eschach,Gemeinde,13.22,17.22,4066.77,30769.23,247,1434
81365004082,8136082,Westhausen,Gemeinde,11.35,17.93,10224.25,90120.56,619,3452
81365004038,8136038,Lauchheim,Stadt,13.81,17.46,8720.86,63149.12,505,2892
81365003089,8136089,Rainau,Gemeinde,9.95,16.56,4167.2,41868.95,322,1944
81365003084,8136084,Wört,Gemeinde,14.04,12.11,3628.74,25840.91,204,1685
81365003060,8136060,Rosenberg,Gemeinde,7.97,18.59,4324.45,54280.99,331,1781
81365003046,8136046,Neuler,Gemeinde,12.7,21.35,5742.78,45211.87,415,1944
81365003035,8136035,Jagstzell,Gemeinde,15,22.33,5372.34,35807.64,328,1469
81365003019,8136019,Ellwangen (Jagst),Stadt,14.5,18.81,46373.07,319738.56,2077,11042
81365003018,8136018,Ellenberg,Gemeinde,17.98,22.75,4022.84,22370.34,263,1156
81365003003,8136003,Adelmannsfelden,Gemeinde,13.92,19.01,3451.17,24790.44,211,1110
81365002087,8136087,Riesbürg,Gemeinde,10.33,14.73,3197.98,30947.44,288,1955
81365002037,8136037,Kirchheim am Ries,Gemeinde,15.97,19.69,4345.8,27219.38,269,1366
81365002010,8136010,Bopfingen,Stadt,8.29,13.5,15055.7,181664.17,888,6580
81365001088,8136088,Aalen,Stadt,6.19,11.51,41500,670271.95,3178,27620
81365001033,8136033,Hüttlingen,Gemeinde,11.12,20.3,6974.92,62743.57,571,2813
81365001021,8136021,Essingen,Gemeinde,7.48,14.57,7837.2,104761.74,514,3528
81360050050,8136050,Oberkochen,Stadt,4.13,7.9,3490.64,84610.14,285,3609
81360045045,8136045,Neresheim,Stadt,14.03,19.67,19414.26,138336.32,1059,5383
81360042042,8136042,Lorch,Stadt,8.01,11.02,8442.91,105389.47,667,6052
81360027027,8136027,Gschwend,Gemeinde,8.46,11.91,6213.58,73440.28,445,3737
81360002002,8136002,Abtsgmünd,Gemeinde,13.21,14.14,16436.89,124442.09,677,4788
81355003031,8135031,Sontheim an der Brenz,Gemeinde,15.75,14.23,9642.81,61210.64,715,5023
81355003027,8135027,Niederstotzingen,Stadt,9.83,13.05,5707.62,58089.6,423,3241
81355002026,8135026,Nattheim,Gemeinde,10.82,20.08,7380.53,68242.7,543,2704
81355002019,8135019,Heidenheim an der Brenz,Stadt,6.51,10.5,24469.76,375649.94,1756,16721
81355001021,8135021,Hermaringen,Gemeinde,14.68,21.64,4676.79,31853.27,283,1308
81355001016,8135016,Giengen an der Brenz,Stadt,8.56,10.89,15644,182653.64,955,8766
81350032032,8135032,Steinheim am Albuch,Gemeinde,7.11,12.09,8087.48,113710.84,709,5864
81350025025,8135025,Königsbronn,Gemeinde,6.57,11.05,5499.03,83724.4,465,4210
81350020020,8135020,Herbrechtingen,Stadt,9.8,9.75,16795.55,171332.55,791,8114
81350015015,8135015,Gerstetten,Gemeinde,12.99,16.46,21915.19,168708.01,1360,8260
81350010010,8135010,Dischingen,Gemeinde,16.74,22.72,13028.52,77847.58,704,3098
81285004128,8128128,Werbach,Gemeinde,10.66,10.3,4684.3,43926.88,378,3671
81285004115,8128115,Tauberbischofsheim,Stadt,8.64,11.06,12970.43,150106.31,982,8880
81285004061,8128061,Königheim,Gemeinde,13.55,18.9,6310.85,46557.54,407,2154
81285004045,8128045,Großrinderfeld,Gemeinde,13.56,13.71,6986.58,51516.46,523,3816
81285003137,8128137,Wittighausen,Gemeinde,18.33,19.63,5287.31,28842.75,279,1421
81285003047,8128047,Grünsfeld,Stadt,12.94,11.5,7666.65,59264.86,439,3818
81285002138,8128138,Ahorn,Gemeinde,13.21,16.77,5471.22,41426.56,362,2158
81285002014,8128014,Boxberg,Stadt,17.01,14.18,19040.48,111923.27,890,6277
81285001058,8128058,Igersheim,Gemeinde,11.89,12.7,7230.35,60790.47,553,4355
81285001007,8128007,Bad Mergentheim,Stadt,10,10.62,22615.31,226258.64,1595,15017
81285001006,8128006,Assamstadt,Gemeinde,17.98,26.01,5611.99,31213.15,297,1142
81280139139,8128139,Lauda-Königshofen,Stadt,10.79,10.93,15914.19,147472.73,1170,10707
81280131131,8128131,Wertheim,Stadt,8.15,7.87,20579.8,252631.72,1318,16756
81280126126,8128126,Weikersheim,Stadt,16.78,16.08,16777.47,99976.23,963,5987
81280082082,8128082,Niederstetten,Stadt,15.83,15.09,14437.47,91198.53,795,5267
81280064064,8128064,Külsheim,Stadt,11.02,17.42,8123.71,73705.17,551,3163
81280039039,8128039,Freudenberg,Stadt,4.09,6.06,1914.31,46836.02,196,3232
81280020020,8128020,Creglingen,Stadt,21.98,14.02,20967.51,95407.01,991,7070
81275009100,8127100,Rosengarten,Gemeinde,14.12,15.41,8557.05,60618.69,533,3459
81275009076,8127076,Schwäbisch Hall,Stadt,11.29,12.64,44707.72,395939.41,2498,19770
81275009059,8127059,Michelfeld,Gemeinde,13.82,18.29,6693.54,48450.83,420,2296
81275009056,8127056,Michelbach an der Bilz,Gemeinde,13.94,17.46,5043,36184.9,395,2262
81275008091,8127091,Wallhausen,Gemeinde,13.2,11.55,5952.16,45077.93,419,3629
81275008071,8127071,Rot am See,Gemeinde,17.46,17.82,20774.06,118966.57,995,5585
81275008046,8127046,Kirchberg an der Jagst,Stadt,18.3,14.92,12946.33,70760.47,537,3599
81275007063,8127063,Obersontheim,Gemeinde,12.85,16.93,11612.27,90374.18,667,3940
81275007013,8127013,Bühlerzell,Gemeinde,17.03,13.1,6255.83,36728.74,261,1993
81275007012,8127012,Bühlertann,Gemeinde,14.38,15.42,6090.39,42349.4,335,2172
81275006079,8127079,Sulzbach-Laufen,Gemeinde,21.34,13.72,8738.57,40949.68,257,1873
81275006062,8127062,Oberrot,Gemeinde,9.1,14.1,5894.56,64796.04,377,2674
81275006025,8127025,Gaildorf,Stadt,9.28,11.97,11441.64,123287.3,786,6569
81275006023,8127023,Fichtenberg,Gemeinde,11.29,11.37,3941.66,34921.78,220,1935
81275005099,8127099,Wolpertshausen,Gemeinde,23.63,27.98,11815.98,50003.44,462,1651
81275005089,8127089,Vellberg,Stadt,11.48,14.49,6364.74,55447.19,491,3388
81275005043,8127043,Ilshofen,Stadt,22.89,21.89,25530.79,111513.18,1035,4729
81275004047,8127047,Langenburg,Stadt,22.85,13.27,7320.33,32035.09,253,1907
81275004032,8127032,Gerabronn,Stadt,17.68,16.95,12179.82,68892.95,618,3646
81275003102,8127102,Fichtenau,Gemeinde,12.51,9.11,7200.1,57564.13,395,4337
81275003101,8127101,Kreßberg,Gemeinde,14.24,12.39,8713.38,61172.59,562,4537
81275002104,8127104,Stimpfach,Gemeinde,9.95,12.47,5135.35,51594.05,323,2590
81275002103,8127103,Frankenhardt,Gemeinde,15.38,17.54,12611.05,81999.34,793,4520
81275002073,8127073,Satteldorf,Gemeinde,11.27,13.1,8717.75,77346.84,609,4649
81275002014,8127014,Crailsheim,Stadt,10.73,12.35,44095.01,411069.29,2279,18454
81275001086,8127086,Untermünkheim,Gemeinde,13.77,16.35,7982.24,57955.08,393,2403
81275001009,8127009,Braunsbach,Gemeinde,18.6,20.87,8438.36,45356.66,521,2497
81270075075,8127075,Schrozberg,Stadt,19.43,16.71,25560.48,131519.87,947,5667
81270052052,8127052,Mainhardt,Gemeinde,8.56,13.63,6833.5,79861.28,593,4350
81270008008,8127008,Blaufelden,Gemeinde,18.87,19.35,27471.06,145617.55,1062,5488
81265005094,8126094,Zweiflingen,Gemeinde,11.48,20.22,3088.33,26907.28,253,1251
81265005069,8126069,Pfedelbach,Gemeinde,10.03,13.19,10100.67,100690.19,779,5904
81265005066,8126066,Öhringen,Stadt,11.1,16.39,23881.74,215155.08,1411,8609
81265004086,8126086,Weißbach,Gemeinde,8.25,18.06,2121.7,25716.8,166,919
81265004060,8126060,Niedernhall,Stadt,12.82,13.97,5248.26,40927.63,270,1933
81265004028,8126028,Forchtenberg,Stadt,13.49,19.98,8540.14,63291.07,576,2883
81265003046,8126046,Künzelsau,Stadt,9.19,15.23,15621.04,169987.58,1030,6764
81265003039,8126039,Ingelfingen,Stadt,12.37,18.76,8733.65,70611.96,655,3492
81265002056,8126056,Mulfingen,Gemeinde,10.84,14.01,7948.37,73320.62,515,3676
81265002045,8126045,Krautheim,Stadt,10.68,15.79,6780.78,63513.9,478,3027
81265002020,8126020,Dörzbach,Gemeinde,15.94,11.64,7050.81,44244.64,264,2269
81265001085,8126085,Waldenburg,Stadt,15.05,14.18,9129.8,60648.38,257,1813
81265001058,8126058,Neuenstein,Stadt,13.88,15.84,14838.65,106879.58,821,5182
81265001047,8126047,Kupferzell,Gemeinde,18.24,25.05,22555.9,123630.29,907,3621
81260072072,8126072,Schöntal,Gemeinde,13.17,18.14,11422.98,86763.78,736,4058
81260011011,8126011,Bretzfeld,Gemeinde,12.71,15.28,15924.42,125248.87,1191,7796
81255014102,8125102,Weinsberg,Stadt,7.38,9.72,7218.17,97859.54,622,6396
81255014057,8125057,Lehrensteinsfeld,Gemeinde,13.29,21.41,2945.77,22166.88,285,1331
81255014024,8125024,Ellhofen,Gemeinde,8.55,14.13,2641.92,30884.43,268,1897
81255014021,8125021,Eberstadt,Gemeinde,7.86,10.68,2076.65,26436.96,235,2200
81255013086,8125086,Schwaigern,Stadt,11.25,13.36,13872.64,123328.75,937,7015
81255013061,8125061,Massenbachhausen,Gemeinde,10.99,11.79,4039.8,36748.57,271,2298
81255012098,8125098,Untergruppenbach,Gemeinde,6.36,8.91,4191.51,65915.35,456,5116
81255012046,8125046,Ilsfeld,Gemeinde,9.83,12.2,12226.12,124314.47,796,6526
81255012008,8125008,Beilstein,Stadt,7.58,9.42,4009.94,52926.91,391,4151
81255012001,8125001,Abstatt,Gemeinde,9.5,13.42,5039.77,53031.77,383,2853
81255011110,8125110,Obersulm,Gemeinde,8.29,12.14,9677.78,116708.49,963,7932
81255011059,8125059,Löwenstein,Stadt,10.25,18.24,2896.65,28257.18,342,1875
81255010108,8125108,Zaberfeld,Gemeinde,11.86,10.71,5456.58,46015.26,386,3603
81255010081,8125081,Pfaffenhofen,Gemeinde,9.99,12.31,2786.01,27885.13,217,1763
81255010038,8125038,Güglingen,Stadt,11,15,9653.26,87729.63,440,2934
81255009113,8125113,Langenbrettach,Gemeinde,12.86,20.97,5637.42,43824.82,457,2179
81255009111,8125111,Hardthausen am Kocher,Gemeinde,10.43,14.06,4719.4,45267.91,420,2987
81255009069,8125069,Neuenstadt am Kocher,Stadt,7.78,13.68,9089.32,116826.25,777,5680
81255008096,8125096,Untereisesheim,Gemeinde,8.79,11.35,2340.33,26631.36,218,1920
81255008065,8125065,Neckarsulm,Stadt,6.71,12.74,17269.85,257535.1,1372,10773
81255008027,8125027,Erlenbach,Gemeinde,7.71,10.32,3800.88,49313.34,307,2976
81255007103,8125103,Widdern,Stadt,8.82,9.72,1844.28,20918.19,154,1585
81255007084,8125084,Roigheim,Gemeinde,9.88,11.64,1723.86,17444.52,139,1194
81255007063,8125063,Möckmühl,Stadt,9.93,11.08,9530.27,95977.72,563,5082
81255007048,8125048,Jagsthausen,Gemeinde,11.14,14.52,2387.88,21444.11,187,1288
81255006074,8125074,Nordheim,Gemeinde,10.24,13.13,6879.75,67194.78,670,5103
81255006066,8125066,Neckarwestheim,Gemeinde,8.07,11.17,3368.63,41757.48,270,2418
81255006056,8125056,Lauffen am Neckar,Stadt,11.44,13.62,10513.04,91931.05,702,5156
81255005094,8125094,Talheim,Gemeinde,7.96,12.53,4497.52,56523.21,351,2801
81255005030,8125030,Flein,Gemeinde,8.03,9.95,3966.91,49378.2,384,3859
81255004047,8125047,Ittlingen,Gemeinde,9.01,18.48,2513.79,27891.59,202,1093
81255004034,8125034,Gemmingen,Gemeinde,8.62,14.38,4686.05,54334.76,394,2739
81255004026,8125026,Eppingen,Stadt,12.22,18.9,27349.54,223849.17,1749,9254
81255003017,8125017,Cleebronn,Gemeinde,19.95,15.64,7915.16,39680.47,247,1579
81255003013,8125013,Brackenheim,Stadt,10.21,12.9,16862.74,165180.18,1331,10321
81255002087,8125087,Siegelsbach,Gemeinde,6,11.78,1532,25549.11,121,1027
81255002049,8125049,Kirchardt,Gemeinde,13.08,11.8,8054.96,61564.24,376,3187
81255002006,8125006,Bad Rappenau,Stadt,9.03,11.85,19166.87,212306.83,1336,11275
81255001079,8125079,Offenau,Gemeinde,4.72,9.91,1567.37,33192.77,161,1625
81255001078,8125078,Oedheim,Gemeinde,9.23,11.46,4372.02,47363.46,511,4458
81255001005,8125005,Bad Friedrichshall,Stadt,7.35,12.05,10337.6,140566.13,902,7488
81250107107,8125107,Wüstenrot,Gemeinde,8.7,12.79,5632.66,64763.79,528,4127
81250068068,8125068,Neudenau,Stadt,10.94,12.09,5510.04,50360.52,501,4144
81250058058,8125058,Leingarten,Stadt,9.44,11.21,10393.18,110123.23,713,6363
81250039039,8125039,Gundelsheim,Stadt,8.55,13.83,6235.74,72905.74,576,4166
81250007007,8125007,Bad Wimpfen,Stadt,6.89,8.67,4034.02,58585.44,361,4163
81210000000,8121000,Heilbronn,Stadt,5.63,7.04,47227.79,839543.5,3096,43965
81195006085,8119085,Winnenden,Stadt,5.72,7.73,10077.81,176059.2,896,11598
81195006068,8119068,Schwaikheim,Gemeinde,8.16,10.31,4057.6,49699.47,432,4189
81195006042,8119042,Leutenbach,Gemeinde,7.79,9.28,5394.49,69268.26,516,5558
81195005084,8119084,Welzheim,Stadt,8.49,15.14,8047.06,94755.57,615,4061
81195005037,8119037,Kaisersbach,Gemeinde,6.91,13.15,2306.66,33362.43,206,1567
81195004075,8119075,Sulzbach an der Murr,Gemeinde,6.45,9.08,3482.54,53997.85,250,2753
81195004069,8119069,Spiegelberg,Gemeinde,5.72,9.47,1177.81,20578.32,119,1257
81195004024,8119024,Großerlach,Gemeinde,7.19,9.96,2275.99,31654.4,155,1557
81195003086,8119086,Winterbach,Gemeinde,7.57,12.28,4342.19,57381.27,390,3176
81195003067,8119067,Schorndorf,Stadt,7.25,11.07,20185.92,278516.45,1352,12209
81195002076,8119076,Urbach,Gemeinde,6.71,13.12,5255.4,78375.96,465,3543
81195002055,8119055,Plüderhausen,Gemeinde,6.06,13.03,4424.36,73041.6,421,3230
81195001087,8119087,Aspach,Gemeinde,8.13,13.66,7559.52,92962.63,520,3808
81195001083,8119083,Weissach im Tal,Gemeinde,9.84,9.32,5618.86,57105.99,497,5332
81195001053,8119053,Oppenweiler,Gemeinde,6.14,13.35,2697.89,43953.58,258,1932
81195001038,8119038,Kirchberg an der Murr,Gemeinde,9.92,13.61,3958.27,39894.34,297,2182
81195001018,8119018,Burgstetten,Gemeinde,12.53,18.88,3667.52,29280.6,310,1642
81195001008,8119008,Backnang,Stadt,7.39,8.23,19164.92,259431.6,1396,16965
81195001006,8119006,Auenwald,Gemeinde,8.14,15.52,4912.03,60343.5,486,3131
81195001004,8119004,Althütte,Gemeinde,10.38,17.62,4218.88,40646.64,367,2083
81195001003,8119003,Allmersbach im Tal,Gemeinde,7.44,12.55,2747.3,36917.39,276,2199
81190093093,8119093,Kernen im Remstal,Gemeinde,6.35,12.22,5554.01,87397.82,484,3960
81190091091,8119091,Weinstadt,Stadt,5.49,10.19,9846.18,179315.43,1032,10123
81190090090,8119090,Remshalden,Gemeinde,6.52,14.43,7194.39,110273.32,619,4290
81190089089,8119089,Berglen,Gemeinde,7.15,13.86,4016.64,56185.15,446,3219
81190079079,8119079,Waiblingen,Stadt,6.16,10.64,20905.2,339125.08,1467,13784
81190061061,8119061,Rudersberg,Gemeinde,10.71,12.06,10947.26,102246.58,602,4990
81190044044,8119044,Murrhardt,Stadt,8.74,12.97,9838.68,112625.53,658,5074
81190041041,8119041,Korb,Gemeinde,6.9,14.42,3910.71,56707.53,425,2948
81190020020,8119020,Fellbach,Stadt,5.83,8.85,13544.47,232129.28,778,8795
81190001001,8119001,Alfdorf,Gemeinde,9.41,16.67,9550.32,101540.7,655,3930
81185008073,8118073,Vaihingen an der Enz,Stadt,8.69,12.74,24072.3,276975.21,2061,16181
81185008068,8118068,Sersheim,Gemeinde,10.76,15.07,4890.36,45440.12,399,2647
81185008059,8118059,Oberriexingen,Stadt,16.92,19.86,4343.48,25665.79,370,1863
81185008012,8118012,Eberdingen,Gemeinde,13.29,11.38,8375.48,63019.54,500,4395
81185007070,8118070,Steinheim an der Murr,Stadt,8.12,12.24,7197.15,88585.05,664,5427
81185007054,8118054,Murr,Gemeinde,11.08,17.72,6230.89,56230.55,347,1958
81185006067,8118067,Schwieberdingen,Gemeinde,8.21,15.14,7675.81,93502.05,442,2920
81185006027,8118027,Hemmingen,Gemeinde,9.41,14.27,4480.18,47632.88,296,2074
81185005049,8118049,Marbach am Neckar,Stadt,7.73,12.19,7259.64,93870.25,648,5315
81185005014,8118014,Erdmannhausen,Gemeinde,10.57,17.78,3791.88,35882.73,336,1890
81185005006,8118006,Benningen am Neckar,Gemeinde,8.32,13,2987.42,35900.56,315,2423
81185005001,8118001,Affalterbach,Gemeinde,3.57,12.32,2867.73,80365.65,257,2086
81185004078,8118078,Freiberg am Neckar,Stadt,6.21,11.51,6695.67,107860.78,615,5345
81185004063,8118063,Pleidelsheim,Gemeinde,8.75,9.36,4884.78,55829.76,302,3225
81185003040,8118040,Kirchheim am Neckar,Gemeinde,11.04,12.02,4559.45,41295.87,304,2529
81185003015,8118015,Erligheim,Gemeinde,15.86,18.54,3803.58,23975.88,241,1300
81185003010,8118010,Bönnigheim,Stadt,12.01,11.62,8328.95,69373.58,523,4501
81185002079,8118079,Bietigheim-Bissingen,Stadt,5.86,10.76,16632.2,284044.68,1373,12760
81185002077,8118077,Ingersheim,Gemeinde,7.09,12.23,2541.41,35855.25,297,2428
81185002071,8118071,Tamm,Gemeinde,5.81,14.91,4636.44,79794.98,543,3643
81185001074,8118074,Walheim,Gemeinde,7.88,11.26,1722.21,21857.89,187,1661
81185001053,8118053,Mundelsheim,Gemeinde,8.46,10.74,2878.57,34023.2,272,2532
81185001047,8118047,Löchgau,Gemeinde,12.79,19.62,5575.31,43596.71,456,2324
81185001028,8118028,Hessigheim,Gemeinde,11.41,19.5,2618.84,22946.99,224,1149
81185001018,8118018,Gemmrigheim,Gemeinde,8.32,13.26,2698.1,32428.31,242,1825
81185001016,8118016,Freudental,Gemeinde,9.03,14.48,1442.86,15977.14,181,1250
81185001007,8118007,Besigheim,Stadt,8.04,14.69,7251.95,90241.49,738,5025
81180081081,8118081,Remseck am Neckar,Stadt,7.37,13.03,9726.82,131997.01,863,6624
