ARS,AGS,GEN,BEZ,netPotentialShare,buildingWithPVShare,MStRInstalledNetPower,SolarPotentialInMWhPerYear,NumberOfBuildingsWithPV,NumberOfBuildings
81180080080,8118080,Korntal-Münchingen,Stadt,5.64,11.27,7748.27,137277.93,591,5244
81180076076,8118076,Sachsenheim,Stadt,8.43,12.38,14396.54,170687.99,1020,8237
81180060060,8118060,Oberstenfeld,Gemeinde,7.15,12.45,5059.4,70778.72,548,4402
81180051051,8118051,Möglingen,Gemeinde,4.92,10.76,3178.13,64542.02,302,2806
81180050050,8118050,Markgröningen,Stadt,8.23,10.23,9254.33,112446.61,603,5896
81180048048,8118048,Ludwigsburg,Stadt,5.4,8.54,24483.93,453761.19,1853,21694
81180046046,8118046,Kornwestheim,Stadt,5.04,8.71,8201.91,162578.09,528,6060
81180021021,8118021,Großbottwar,Stadt,8.88,13.08,6040.2,68005.29,568,4341
81180019019,8118019,Gerlingen,Stadt,5,11.08,5445.86,108863.97,535,4829
81180011011,8118011,Ditzingen,Stadt,6.27,13.26,10793.13,172189.03,935,7051
81180003003,8118003,Asperg,Stadt,5.57,5.95,4827.53,86728.67,472,7939
81175011030,8117030,Heiningen,Gemeinde,9.13,10.95,3586.63,39298.33,341,3114
81175011020,8117020,Eschenbach,Gemeinde,13.73,14.33,3797.03,27664.51,187,1305
81175010051,8117051,Uhingen,Stadt,6.6,11.25,7365.92,111595.44,763,6784
81175010003,8117003,Albershausen,Gemeinde,10.07,12.62,3553.18,35297.27,340,2694
81175009060,8117060,Zell unter Aichelberg,Gemeinde,10.18,20.34,3892.8,38225.62,274,1347
81175009029,8117029,Hattenhofen,Gemeinde,7.44,14.23,2513.54,33765.27,247,1736
81175009023,8117023,Gammelshausen,Gemeinde,12.55,25.39,1278.6,10191.74,129,508
81175009017,8117017,Dürnau,Gemeinde,14.31,22.48,2557.5,17866.91,205,912
81175009012,8117012,Bad Boll,Gemeinde,8.97,10.49,3752.98,41841.38,310,2954
81175009002,8117002,Aichelberg,Gemeinde,8.84,14.26,1015.85,11489.93,88,617
81175008038,8117038,Rechberghausen,Gemeinde,8.86,9.8,3183.59,35930.03,301,3070
81175008011,8117011,Börtlingen,Gemeinde,13.23,15.21,2234.83,16892.47,192,1262
81175008009,8117009,Birenbach,Gemeinde,10.61,12.09,1387.37,13071.77,144,1191
81175008001,8117001,Adelberg,Gemeinde,7.52,13.39,1543.01,20527.7,190,1419
81175007058,8117058,Wiesensteig,Stadt,4.96,6.5,976.86,19711.98,66,1016
81175007035,8117035,Mühlhausen im Täle,Gemeinde,7.05,12.15,945.64,13404.9,60,494
81175007031,8117031,Hohenstadt,Gemeinde,15.65,25.87,1675.75,10706.97,111,429
81175007028,8117028,Gruibingen,Gemeinde,9.35,14.17,2236.62,23932.09,181,1277
81175007016,8117016,Drackenstein,Gemeinde,8.01,21.92,460.66,5748.01,57,260
81175006061,8117061,Lauterstein,Stadt,11.25,9.88,2520.28,22405.8,180,1821
81175006049,8117049,Süßen,Stadt,8.47,10.13,6983.49,82483.87,520,5135
81175006025,8117025,Gingen an der Fils,Gemeinde,11.01,11.9,4482.99,40718.15,250,2100
81175006015,8117015,Donzdorf,Stadt,7.86,9.58,7744.62,98562.86,575,6003
81175005055,8117055,Wangen,Gemeinde,8.18,10.72,2593.39,31704.71,238,2220
81175005053,8117053,Wäschenbeuren,Gemeinde,11.08,14.03,3217.98,29031.05,340,2424
81175005043,8117043,Schlat,Gemeinde,10.02,10.6,1563.42,15603.35,137,1293
81175005026,8117026,Göppingen,Stadt,5.26,6.9,22361.91,425390.43,1613,23379
81175004033,8117033,Kuchen,Gemeinde,6.53,7.13,2332.04,35704.53,235,3297
81175004024,8117024,Geislingen an der Steige,Stadt,6.03,9.67,11230.06,186329.78,823,8512
81175004007,8117007,Bad Überkingen,Gemeinde,8.3,12.76,3967.84,47825.08,275,2156
81175003042,8117042,Salach,Gemeinde,6.97,7.66,4048.92,58116.86,305,3982
81175003037,8117037,Ottenbach,Gemeinde,8.33,9.75,2129.9,25579.03,169,1733
81175003019,8117019,Eislingen/Fils,Stadt,6.28,6.27,9046.44,144149.18,574,9160
81175002044,8117044,Schlierbach,Gemeinde,9.1,17.89,3875.06,42591.19,319,1783
81175002018,8117018,Ebersbach an der Fils,Stadt,7.89,11.39,9399.83,119068.41,827,7260
81175001014,8117014,Deggingen,Gemeinde,8.9,13.63,4079.92,45861.61,300,2201
81175001006,8117006,Bad Ditzenbach,Gemeinde,9.55,14.24,3497.11,36620.17,233,1636
81170010010,8117010,Böhmenkirch,Gemeinde,11.27,24.09,8898.28,78956.02,607,2520
81165009071,8116071,Wendlingen am Neckar,Stadt,4.74,7.53,5275.2,111214.76,483,6412
81165009035,8116035,Köngen,Gemeinde,7.55,13.57,5432.56,71977.17,412,3036
81165008070,8116070,Weilheim an der Teck,Stadt,11.91,17.49,10692.59,89811.15,627,3585
81165008053,8116053,Ohmden,Gemeinde,7.78,16.1,1029.22,13230.73,133,826
81165008043,8116043,Neidlingen,Gemeinde,6.41,12.98,1263.09,19704.21,109,840
81165008029,8116029,Holzmaden,Gemeinde,11.62,21.34,2430.57,20918.44,188,881
81165008012,8116012,Bissingen an der Teck,Gemeinde,16.53,20.87,5305.45,32091.29,361,1730
81165007058,8116058,Reichenbach an der Fils,Gemeinde,4.18,10.14,2251.44,53828.57,250,2465
81165007037,8116037,Lichtenwald,Gemeinde,12.01,13.28,2631.39,21913.66,229,1725
81165007027,8116027,Hochdorf,Gemeinde,10.76,12.95,3345.68,31104.12,331,2556
81165007007,8116007,Baltmannsweiler,Gemeinde,7.02,14.37,2424.54,34517.47,277,1928
81165006056,8116056,Plochingen,Stadt,5.4,11.1,4455.22,82463.73,390,3514
81165006014,8116014,Deizisau,Gemeinde,5.48,10.71,3171.79,57842.86,300,2801
81165006004,8116004,Altbach,Gemeinde,6.31,10.17,2351.77,37244.62,189,1859
81165005073,8116073,Wolfschlugen,Gemeinde,14.04,19.88,6307.87,44913.13,404,2032
81165005068,8116068,Unterensingen,Gemeinde,12.07,15.19,4155.82,34417.47,241,1587
81165005050,8116050,Oberboihingen,Gemeinde,6.59,7.57,2652.23,40273.48,244,3225
81165005049,8116049,Nürtingen,Stadt,7.06,10.88,19550.49,276763.37,1622,14906
81165005022,8116022,Großbettlingen,Gemeinde,9.33,19.27,2305.09,24717.01,280,1453
81165005020,8116020,Frickenhausen,Gemeinde,8.81,15.34,5923.59,67267.04,516,3364
81165004046,8116046,Neuffen,Stadt,8.47,16.42,3325.23,39261.48,380,2314
81165004036,8116036,Kohlberg,Gemeinde,8.05,15,1310.83,16290.94,151,1007
81165004011,8116011,Beuren,Gemeinde,8.66,13.66,2503.56,28915.24,220,1611
81165003063,8116063,Schlaitdorf,Gemeinde,5.86,13.58,827.91,14125.95,108,795
81165003042,8116042,Neckartenzlingen,Gemeinde,5.24,14.41,2668.54,50945.68,266,1846
81165003041,8116041,Neckartailfingen,Gemeinde,8.68,17.43,2800.97,32283.99,251,1440
81165003008,8116008,Bempflingen,Gemeinde,7.38,16.92,2282.25,30919.86,244,1442
81165003006,8116006,Altenriet,Gemeinde,7.87,20.87,1206.89,15340.79,149,714
81165003005,8116005,Altdorf,Gemeinde,11.64,23.07,1350.91,11605.67,155,672
81165002079,8116079,Lenningen,Gemeinde,7.56,13.06,5389.38,71248.99,505,3867
81165002054,8116054,Owen,Stadt,13.05,22.1,4193.88,32147.9,303,1371
81165002018,8116018,Erkenbrechtsweiler,Gemeinde,9.29,13.6,1841.34,19821.87,159,1169
81165001048,8116048,Notzingen,Gemeinde,8.56,19.48,2335.92,27274.03,275,1412
81165001033,8116033,Kirchheim unter Teck,Stadt,6.51,12.55,18388.61,282352.55,1590,12674
81165001016,8116016,Dettingen unter Teck,Gemeinde,9.25,16.12,4385.1,47390.03,347,2152
81160081081,8116081,Aichtal,Stadt,7.2,9.49,5794.34,80490.63,519,5468
81160080080,8116080,Ostfildern,Stadt,5.26,8.85,10320.65,196340.49,930,10506
81160078078,8116078,Leinfelden-Echterdingen,Stadt,3.9,10.83,9758.44,250429.99,1035,9555
81160077077,8116077,Filderstadt,Stadt,5.55,9.96,14927.05,268997.02,1153,11578
81160076076,8116076,Aichwald,Gemeinde,6.74,12.87,4152.21,61615.5,485,3769
81160072072,8116072,Wernau (Neckar),Stadt,8,9.15,5219.17,65235.77,344,3759
81160047047,8116047,Neuhausen auf den Fildern,Gemeinde,5.7,11.86,5189.23,91067,477,4021
81160019019,8116019,Esslingen am Neckar,Stadt,4.4,8.41,20986.11,477391.41,1827,21735
81160015015,8116015,Denkendorf,Gemeinde,5.4,8.09,3344.9,61942.31,326,4032
81155006048,8115048,Waldenbuch,Stadt,5.78,11.58,3472.53,60091.6,385,3325
81155006046,8115046,Steinenbronn,Gemeinde,6.7,12.87,2587.37,38641.36,251,1950
81155005053,8115053,Jettingen,Gemeinde,10.88,24.26,7877.64,72376.73,724,2984
81155005034,8115034,Mötzingen,Gemeinde,10.8,24.25,3857.87,35734.22,339,1398
81155005016,8115016,Gäufelden,Gemeinde,12.58,16.58,10575.65,84076.77,756,4561
81155005004,8115004,Bondorf,Gemeinde,8.62,19.67,6773.25,78582.9,490,2491
81155004024,8115024,Holzgerlingen,Stadt,6.21,14.39,5531.03,89013.86,587,4079
81155004022,8115022,Hildrizhausen,Gemeinde,7.97,16.19,1991.69,24975.61,199,1229
81155004002,8115002,Altdorf,Gemeinde,9.71,18.65,2888.81,29736.91,322,1727
81155003037,8115037,Nufringen,Gemeinde,8.09,14.85,4704,58155.92,358,2411
81155003021,8115021,Herrenberg,Stadt,9,12.95,24651.69,273867.11,2062,15925
81155003010,8115010,Deckenpfronn,Gemeinde,12.84,21.52,4489.29,34963.54,343,1594
81155002015,8115015,Gärtringen,Gemeinde,8.71,18.37,7303.91,83876.21,722,3931
81155002013,8115013,Ehningen,Gemeinde,7.86,14.2,5968.44,75921.96,526,3705
81155001054,8115054,Grafenau,Gemeinde,10.5,15.61,4886.32,46522.46,389,2492
81155001001,8115001,Aidlingen,Gemeinde,9.4,18.03,6647.08,70742.97,686,3804
81150052052,8115052,Weissach,Gemeinde,8.03,20.43,6423.1,79983.5,618,3025
81150051051,8115051,Weil im Schönbuch,Gemeinde,7.98,16.56,6633.36,83165.76,625,3775
81150050050,8115050,Weil der Stadt,Stadt,9.19,12.48,13758.39,149782.74,1084,8683
81150045045,8115045,Sindelfingen,Stadt,3.33,8.38,17591.24,528450.53,1162,13869
81150044044,8115044,Schönaich,Gemeinde,8.15,15.49,5516.4,67675.11,536,3460
81150042042,8115042,Rutesheim,Stadt,9.25,17.2,7002.41,75675.9,698,4057
81150041041,8115041,Renningen,Stadt,8.54,12.73,11888.71,139256.37,773,6071
81150029029,8115029,Magstadt,Gemeinde,8.35,13.04,5472.67,65566.73,345,2646
81150028028,8115028,Leonberg,Stadt,6.38,12.46,16558.92,259348.93,1473,11818
81150003003,8115003,Böblingen,Stadt,4.36,9.88,15176.43,348456.64,1099,11127
81110000000,8111000,Stuttgart,Stadt,3.47,5.43,83155.07,2397357.03,6613,121842
73405009228,7340228,Winterbach (Pfalz),Gemeinde,14.38,11.66,632.84,4399.44,59,506
73405009225,7340225,Wallhalben,Gemeinde,15.49,11.59,1272.25,8215.2,96,828
73405009224,7340224,Schmitshausen,Gemeinde,11.1,11.06,555.53,5006.8,52,470
73405009222,7340222,Rieschweiler-Mühlbach,Gemeinde,8.7,6.55,1509.56,17361.17,138,2106
73405009220,7340220,Reifenberg,Gemeinde,8.21,7.07,631.25,7684.21,57,806
73405009219,7340219,Obernheim-Kirchenarnbach,Gemeinde,7.61,6.38,649.57,8538.97,69,1081
73405009217,7340217,Maßweiler,Gemeinde,14.39,9.2,1175.23,8166.14,91,989
73405009216,7340216,Krähenberg,Gemeinde,10.32,10.85,294.23,2851.88,23,212
73405009215,7340215,Knopp-Labach,Gemeinde,10.64,7.05,469.78,4413.26,42,596
73405009204,7340204,Biedershausen,Gemeinde,13.62,11.72,476.59,3499.18,30,256
73405009055,7340055,Weselberg,Gemeinde,17.43,14.3,2815.92,16153.29,182,1273
73405009051,7340051,Thaleischweiler-Fröschen,Gemeinde,7.95,7.36,2161.02,27198.62,178,2417
73405009042,7340042,Schauerberg,Gemeinde,18.72,12.43,336.22,1795.98,22,177
73405009041,7340041,Saalstadt,Gemeinde,12.72,12.96,529.32,4162.75,42,324
73405009037,7340037,Petersberg,Gemeinde,22.24,11.27,1324.79,5956.09,72,639
73405009035,7340035,Nünschweiler,Gemeinde,7.43,6.24,577.64,7772.1,51,817
73405009024,7340024,Höhfröschen,Gemeinde,18.22,7.9,2121.24,11644.44,73,924
73405009023,7340023,Höheischweiler,Gemeinde,7.4,6.66,706.26,9550.51,55,826
73405009018,7340018,Hettenhausen,Gemeinde,7.57,3.64,245.37,3240.59,15,412
73405009017,7340017,Herschberg,Gemeinde,18.15,6.55,1747.64,9631.47,66,1008
73405008227,7340227,Wiesbach,Gemeinde,5.29,3.77,180.97,3420.87,18,477
73405008226,7340226,Walshausen,Gemeinde,9.21,8.7,297.41,3228.81,26,299
73405008223,7340223,Rosenkopf,Gemeinde,12.91,12.57,396.74,3072.08,43,342
73405008221,7340221,Riedelberg,Gemeinde,4.09,4.02,256.25,6263.26,21,522
73405008218,7340218,Mauschbach,Gemeinde,10.52,10.51,298.92,2842.23,29,276
73405008214,7340214,Kleinsteinhausen,Gemeinde,9.4,7.29,569.02,6054.15,47,645
73405008213,7340213,Kleinbundenbach,Gemeinde,8.35,8.19,368.5,4412.58,38,464
73405008212,7340212,Käshofen,Gemeinde,21.51,12.37,1207.92,5616.48,73,590
73405008211,7340211,Hornbach,Stadt,9.58,7.45,1363.66,14240.83,99,1328
73405008210,7340210,Großsteinhausen,Gemeinde,10,10.4,496.26,4961.12,54,519
73405008209,7340209,Großbundenbach,Gemeinde,6.02,5.97,231.28,3842.39,24,402
73405008208,7340208,Dietrichingen,Gemeinde,8.63,11.38,487.97,5657.61,42,369
73405008207,7340207,Dellfeld,Gemeinde,11.98,7.51,1307.99,10917.58,103,1371
73405008206,7340206,Contwig,Gemeinde,8.39,7.04,3600.94,42933.56,321,4558
73405008203,7340203,Bechhofen,Gemeinde,8.21,6.59,1186.4,14446.96,129,1957
73405008202,7340202,Battweiler,Gemeinde,8.52,16.12,521.04,6112.52,59,366
73405008201,7340201,Althornbach,Gemeinde,12.98,7.73,875.79,6745.04,49,634
73405006054,7340054,Waldfischbach-Burgalben,Gemeinde,11.41,12.41,4271.09,37436.43,251,2022
73405006050,7340050,Steinalben,Gemeinde,15.65,16.49,503.02,3213.82,32,194
73405006044,7340044,Schmalenberg,Gemeinde,12.87,15.07,626.5,4868.44,71,471
73405006025,7340025,Horbach,Gemeinde,26.51,15.44,958.16,3614.62,42,272
73405006022,7340022,Höheinöd,Gemeinde,7.45,13.26,870.94,11688.62,81,611
73405006016,7340016,Hermersberg,Gemeinde,11.28,18.11,1799.64,15958.73,151,834
73405006015,7340015,Heltersberg,Gemeinde,9.62,17.36,1938.98,20166.13,166,956
73405006012,7340012,Geiselberg,Gemeinde,12.14,11.84,1008.78,8312.79,63,532
73405004038,7340038,Rodalben,Stadt,5.89,6.72,3241.26,54988.55,317,4720
73405004032,7340032,Münchweiler an der Rodalb,Gemeinde,13.56,7.98,3486.54,25716.8,168,2104
73405004031,7340031,Merzalben,Gemeinde,9.16,9.56,862.76,9416.93,101,1057
73405004027,7340027,Leimen,Gemeinde,9.94,9.48,733.94,7380.44,71,749
73405004007,7340007,Donsieders,Gemeinde,15.28,13.54,1340.44,8774,109,805
73405004003,7340003,Clausen,Gemeinde,8.77,8.1,887.02,10109.02,101,1247
73405003205,7340205,Bottenbach,Gemeinde,11.3,12.93,857.43,7587.79,72,557
73405003053,7340053,Vinningen,Gemeinde,9.11,15.24,1367.96,15021.41,126,827
73405003052,7340052,Trulben,Gemeinde,4.48,4.74,428.71,9571.44,53,1119
73405003048,7340048,Schweix,Gemeinde,4.42,4.47,163.44,3693.86,16,358
73405003040,7340040,Ruppertsweiler,Gemeinde,7.75,9.15,826.68,10667.64,91,994
73405003036,7340036,Obersimten,Gemeinde,11.2,11.13,556.48,4970.15,60,539
73405003028,7340028,Lemberg,Gemeinde,6.45,5.05,1651.48,25605.45,146,2892
73405003026,7340026,Kröppen,Gemeinde,9.38,9.52,698.58,7451.35,71,746
73405003019,7340019,Hilst,Gemeinde,5.24,3.74,163.62,3122.3,15,401
73405003008,7340008,Eppenbrunn,Gemeinde,5.74,5.63,558.05,9723.55,66,1173
73405002057,7340057,Wilgartswiesen,Gemeinde,9.84,10.59,917.16,9324.51,83,784
73405002049,7340049,Spirkelbach,Gemeinde,6.49,13.97,490.6,7557.31,63,451
73405002047,7340047,Schwanheim,Gemeinde,13.37,9.34,690.9,5167.13,38,407
73405002030,7340030,Lug,Gemeinde,13.51,14.55,503.32,3724.94,47,323
73405002020,7340020,Hinterweidenthal,Gemeinde,9.58,7.3,1209.8,12629.73,79,1082
73405002014,7340014,Hauenstein,Gemeinde,16.83,16.75,4760.92,28288.96,349,2084
73405002006,7340006,Dimbach,Gemeinde,10.44,9.85,110.92,1061.91,13,132
73405002005,7340005,Darstein,Gemeinde,6.42,13.08,108.22,1686.39,17,130
73405001502,7340502,Bundenthal,Gemeinde,7.31,6.58,752.29,10296.41,61,927
73405001501,7340501,Bruchweiler-Bärenbach,Gemeinde,9.67,9.11,1217.06,12587.48,115,1262
73405001045,7340045,Schönau (Pfalz),Gemeinde,6.26,4.87,225.42,3599.4,26,534
73405001043,7340043,Schindhard,Gemeinde,5.54,6.15,363.58,6559.37,32,520
73405001039,7340039,Rumbach,Gemeinde,5.38,5.65,239.54,4452.43,30,531
73405001034,7340034,Nothweiler,Gemeinde,4.07,3.79,58.68,1440.42,8,211
73405001033,7340033,Niederschlettenbach,Gemeinde,4.39,4.25,95.31,2172.86,11,259
73405001029,7340029,Ludwigswinkel,Gemeinde,6.76,5.81,604.37,8943.23,57,981
73405001021,7340021,Hirschthal,Gemeinde,7.13,4,64.08,899.19,5,125
73405001011,7340011,Fischbach bei Dahn,Gemeinde,8.39,7,1294.7,15429.05,105,1500
73405001010,7340010,Erlenbach bei Dahn,Gemeinde,6.89,6.11,211.34,3067.89,22,360
73405001009,7340009,Erfweiler,Gemeinde,7.14,8.68,607.65,8507.38,79,910
73405001004,7340004,Dahn,Stadt,8.69,7.6,3740.29,43039.96,224,2949
73405001002,7340002,Busenberg,Gemeinde,6.52,6.74,675.72,10356.69,65,965
73405001001,7340001,Bobenthal,Gemeinde,4.25,5.71,122.95,2891.23,16,280
73395008202,7339202,Wolfsheim,Gemeinde,10.11,13.15,676.56,6692.06,68,517
73395008068,7339068,Zotzenheim,Gemeinde,10.82,14.81,685.94,6341.08,57,385
73395008065,7339065,Welgesheim,Gemeinde,12.93,17.96,747.21,5778.83,60,334
73395008056,7339056,Sprendlingen,Gemeinde,9.3,9.16,3037.54,32663.79,176,1922
73395008050,7339050,Sankt Johann,Gemeinde,9.65,11.99,628.05,6505.72,56,467
73395008029,7339029,Horrweiler,Gemeinde,13.71,16.91,1055.92,7700.76,80,473
73395008022,7339022,Grolsheim,Gemeinde,10.77,14.08,3405.17,31624.56,79,561
73395008021,7339021,Gensingen,Gemeinde,10.87,19.67,5633.19,51799.71,250,1271
73395008004,7339004,Badenheim,Gemeinde,10.74,15.32,648.9,6041.16,55,359
73395008002,7339002,Aspisheim,Gemeinde,13.69,12.71,1094.35,7996.02,76,598
73395007201,7339201,Dorn-Dürkheim,Gemeinde,16.28,13,1116.79,6858.72,87,669
73395007066,7339066,Wintersheim,Gemeinde,13.34,17.22,551.03,4130.96,31,180
73395007064,7339064,Weinolsheim,Gemeinde,13.03,11.17,918.06,7045.32,64,573
73395007060,7339060,Undenheim,Gemeinde,13.65,14.24,2175.06,15940.18,188,1320
73395007059,7339059,Uelversheim,Gemeinde,12.11,15.49,1075.16,8881.34,108,697
73395007053,7339053,Selzen,Gemeinde,13.62,17.32,1220.61,8959.24,136,785
73395007049,7339049,Oppenheim,Stadt,7.68,10.11,2591.35,33748.58,262,2592
73395007043,7339043,Nierstein,Stadt,8.67,10.11,4028.44,46437.73,430,4255
73395007037,7339037,Mommenheim,Gemeinde,12.75,14.58,1968.36,15443.27,183,1255
73395007035,7339035,Ludwigshöhe,Gemeinde,13.05,12.5,578.89,4437.15,48,384
73395007033,7339033,Köngernheim,Gemeinde,9.38,11.03,774.7,8261.39,74,671
73395007028,7339028,Hillesheim,Gemeinde,12.86,15.26,792.94,6166.24,65,426
73395007025,7339025,Hahnheim,Gemeinde,13.31,18.75,1320.98,9925.71,132,704
73395007024,7339024,Guntersblum,Gemeinde,12.71,8.28,3070.66,24158.4,254,3067
73395007018,7339018,Friesenheim,Gemeinde,19.54,10.88,996.94,5101.69,58,533
73395007015,7339015,Eimsheim,Gemeinde,15.87,20.54,675.98,4259.33,69,336
73395007013,7339013,Dolgesheim,Gemeinde,11.41,13.03,824.04,7223.37,77,591
73395007012,7339012,Dienheim,Gemeinde,14.99,12.24,1605.96,10714.43,138,1127
73395007011,7339011,Dexheim,Gemeinde,10.34,10.97,1350.94,13070.07,95,866
73395007010,7339010,Dalheim,Gemeinde,11.03,10.74,753.89,6832.99,89,829
73395006067,7339067,Zornheim,Gemeinde,9.48,14.61,1763.66,18612.59,202,1383
73395006057,7339057,Stadecken-Elsheim,Gemeinde,12.54,14.03,3725.53,29697.62,357,2545
73395006054,7339054,Sörgenloch,Gemeinde,12.39,14.5,851.3,6871.52,86,593
73395006047,7339047,Ober-Olm,Gemeinde,5.9,7.9,1978.7,33555.03,199,2520
73395006042,7339042,Nieder-Olm,Stadt,9.07,14.72,6557.83,72276.39,554,3763
73395006032,7339032,Klein-Winternheim,Gemeinde,13.14,18.34,3129.24,23815.44,257,1401
73395006031,7339031,Jugenheim in Rheinhessen,Gemeinde,13.41,15.47,1430.82,10673.55,129,834
73395006017,7339017,Essenheim,Gemeinde,11.46,11.79,2197.13,19168.42,195,1654
73395003051,7339051,Schwabenheim an der Selz,Gemeinde,10.2,12.39,1889.2,18522.46,180,1453
73395003048,7339048,Ockenheim,Gemeinde,11.36,16.27,1840.25,16197.58,196,1205
73395003046,7339046,Ober-Hilbersheim,Gemeinde,6.91,9.47,715.64,10349.11,80,845
73395003041,7339041,Nieder-Hilbersheim,Gemeinde,8.94,11.13,515.4,5767.66,55,494
73395003019,7339019,Gau-Algesheim,Stadt,15.66,17.44,6683.37,42673.56,467,2678
73395003016,7339016,Engelstadt,Gemeinde,9.25,11.55,575.13,6215.69,50,433
73395003008,7339008,Bubenheim,Gemeinde,8.64,11.67,561.84,6500.48,63,540
73395003001,7339001,Appenheim,Gemeinde,10.64,11.8,1337.51,12573.97,103,873
73395002039,7339039,Nackenheim,Gemeinde,9.09,10.11,2024.48,22271.44,230,2276
73395002034,7339034,Lörzweiler,Gemeinde,13.45,17.41,1810.76,13467.35,198,1137
73395002026,7339026,Harxheim,Gemeinde,11.74,17.28,1143.36,9736.99,169,978
73395002020,7339020,Gau-Bischofsheim,Gemeinde,13.13,18.38,1155.2,8797.92,147,800
73395002006,7339006,Bodenheim,Gemeinde,11.86,13.73,6621.61,55827.39,399,2907
73395001063,7339063,Weiler bei Bingen,Gemeinde,10.81,16.45,1585.63,14665.12,180,1094
73395001062,7339062,Waldalgesheim,Gemeinde,12.02,12.43,2782.34,23152.49,261,2099
73395001058,7339058,Trechtingshausen,Gemeinde,5.94,3.31,290.71,4890.56,35,1059
73395001045,7339045,Oberheimbach,Gemeinde,11.22,12.89,202.47,1805.22,25,194
73395001044,7339044,Oberdiebach,Gemeinde,7.96,5.42,392.66,4933.53,38,701
73395001040,7339040,Niederheimbach,Gemeinde,4.88,3.05,166.4,3408.66,23,754
73395001038,7339038,Münster-Sarmsheim,Gemeinde,17.75,12.39,2144.55,12080.43,141,1138
73395001036,7339036,Manubach,Gemeinde,9.16,6.31,107.03,1168.21,13,206
73395001007,7339007,Breitscheid,Gemeinde,2.4,4.17,22.28,929.94,4,96
73395001003,7339003,Bacharach,Stadt,4.63,4.9,468.18,10113.04,49,999
73390030030,7339030,Ingelheim am Rhein,Stadt,6.03,9.82,13691.2,227062.39,1248,12711
73390009009,7339009,Budenheim,Gemeinde,5.29,10.13,2474.2,46804.73,252,2488
73390005005,7339005,Bingen am Rhein,Stadt,8.34,10.72,15916.39,190768.95,895,8346
73385008026,7338026,Waldsee,Gemeinde,11.21,14.64,2813.47,25106.51,310,2117
73385008021,7338021,Otterstadt,Gemeinde,10.92,17.41,2665.81,24419.72,260,1493
73385008020,7338020,Neuhofen,Gemeinde,9.68,12.45,3337.95,34497.07,310,2490
73385008001,7338001,Altrip,Gemeinde,8.99,11.48,3667.96,40800.94,406,3537
73385007023,7338023,Römerberg,Gemeinde,14.92,21.36,6793.12,45524.86,777,3638
73385007011,7338011,Harthausen,Gemeinde,16.37,19.42,2973.2,18166.84,281,1447
73385007010,7338010,Hanhofen,Gemeinde,11.31,18.62,1323.82,11707.86,156,838
